car_id,brand,model,year,km_driven,fuel,transmission,owner,engine_cc,seats,city,color,insurance,price_inr
C0473,Honda,Jazz,2020,90611.0,Diesel,Manual,1,1591.0,5,Pune,Silver,Comprehensive,997944
C0474,Renault,Kwid,2024,17138.0,Petrol,Manual,3,1199.0,5,Mumbai,Silver,Expired,1024291
C0475,Renault,Kiger,2017,91238.0,CNG,Manual,1,1591.0,5,Pune,Grey,Comprehensive,875469
C0476,Mahindra,XUV300,2014,129118.0,Petrol,Manual,1,2179.0,5,Mumbai,Silver,Comprehensive,869684
C0477,Ford,Figo,2020,102872.0,CNG,Manual,3,1497.0,7,Bengaluru,Black,Third Party,854685
C0478,Hyundai,Grand i10,2018,83227.0,Petrol,Automatic,1,1591.0,5,Jaipur,Black,Comprehensive,1040126
C0479,Mahindra,XUV300,2020,46314.0,Petrol,Manual,2,1498.0,5,Kochi,Silver,Comprehensive,1323464
C0480,Tata,Altroz,2015,101623.0,Petrol,Automatic,1,1591.0,5,Chennai,Black,Comprehensive,800588
C0481,Renault,Triber,2017,96830.0,Diesel,Automatic,1,2179.0,5,Ahmedabad,Black,Comprehensive,1012844
C0482,Ford,Aspire,2016,87608.0,Diesel,Automatic,1,1998.0,7,Ahmedabad,White,Comprehensive,780545
C0483,Volkswagen,Polo,2014,120080.0,Petrol,Manual,1,2755.0,5,Pune,White,Third Party,792363
C0484,Ford,Aspire,2014,86167.0,Diesel,Manual,1,1199.0,7,Pune,Silver,Comprehensive,637194
C0485,Mahindra,Scorpio,2022,33089.0,Petrol,Automatic,2,1591.0,5,Pune,Black,Comprehensive,1664183
C0486,Renault,Triber,2017,66269.0,Diesel,Manual,1,1498.0,5,Kolkata,Black,Third Party,850196
C0487,Volkswagen,Vento,2020,86414.0,Diesel,Manual,2,1197.0,7,Ahmedabad,White,Third Party,1182264
C0488,Kia,Carens,2017,85870.0,Petrol,Manual,2,1199.0,5,Kochi,Black,Comprehensive,1117181
C0489,Ford,Aspire,2021,30696.0,Petrol,Automatic,2,1591.0,5,Hyderabad,Blue,Comprehensive,1163272
C0490,Tata,Harrier,2022,47694.0,Petrol,Automatic,1,1197.0,7,Hyderabad,Red,Third Party,1509706
C0491,Hyundai,Verna,2024,18856.0,Petrol,Automatic,1,1498.0,5,Ahmedabad,Black,Comprehensive,1468774
C0492,Toyota,Fortuner,2019,70209.0,Diesel,Manual,2,2393.0,5,Kolkata,Silver,Third Party,2066845
C0493,Mahindra,XUV500,2018,72021.0,Diesel,Automatic,1,2755.0,7,Kochi,Grey,Third Party,1531815
C0494,Kia,Carens,2020,33818.0,Petrol,Automatic,1,1199.0,5,Mumbai,Blue,Comprehensive,1428820
C0495,Kia,Carens,2016,106874.0,Petrol,Manual,1,1197.0,5,Kochi,Silver,Comprehensive,1111724
C0496,Kia,Sonet,2020,51715.0,Petrol,Automatic,2,1998.0,5,Kochi,Silver,Comprehensive,1413444
C0497,Toyota,Yaris,2015,86272.0,Petrol,Manual,1,2993.0,5,Delhi,Grey,Comprehensive,1153328
C0498,Honda,City,2018,59124.0,Diesel,Manual,2,998.0,5,Jaipur,Black,Comprehensive,1094363
C0499,Mahindra,XUV300,2017,82256.0,Diesel,Manual,1,1199.0,5,Delhi,Red,Third Party,1167812
C0500,Volkswagen,Vento,2016,113568.0,Petrol,Automatic,1,1199.0,5,Ahmedabad,Grey,Comprehensive,974862
